ID,Nombre,Tipo,Director,Guionista1,Guionista2,Duración,Puntuación,Argumento
tt10011206,Dhingana,Movie,Chandrakant Dudhgaokar,No especificado,No especificado,No especificado,No especificado,No especificado
tt10162544,Red Hood Uprising,Short,Trevor Telenko,Trevor Telenko,Nick Trusch,15min,No especificado,"Jason Todd, the second Robin, was murdered by the clown prince of crime, The Joker. Five years later, he rose back from the dead to seek vengeance and begin his new identity as the Red Hood."
tt10165044,Dancer In The Pocket,Short,Ying Xu,No especificado,No especificado,No especificado,No especificado,No especificado
tt10228386,Fantome,Short,Erica Orofino,No especificado,No especificado,No especificado,No especificado,No especificado
tt10230628,X,Short,Raquel Choy,No especificado,No especificado,No especificado,No especificado,No especificado
tt10249664,Crypt TV: Telos - Wishmaker,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10260108,Don't Say These Words,Short,George Brianka,No especificado,No especificado,No especificado,No especificado,No especificado
tt10062204,Behemot,Short,Igor Dropuljic,No especificado,No especificado,No especificado,No especificado,No especificado
tt10064464,The Bellerose Resort,Short,Grace Marrero,No especificado,No especificado,No especificado,No especificado,No especificado
tt10077486,Harry & The Briefcase,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10094262,Il resort,Short,Ilaria Ferrandino,No especificado,No especificado,No especificado,No especificado,No especificado
tt10094354,The Call,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10006684,The Promise,Short,George Loizou,No especificado,No especificado,No especificado,No especificado,No especificado
tt10069082,Two-Sixteen,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10147582,The Elixar of Life,Short,Tim Smail,No especificado,No especificado,No especificado,No especificado,No especificado
tt10151120,Utka,Short,Johnny Hall,Johnny Hall,Andrew Todd,5min,No especificado,
tt10157722,Perpetua,Short,Jordi Castejón,No especificado,No especificado,No especificado,No especificado,No especificado
tt10155128,Personal Issues,Short,Brian Hermida Stubbe,No especificado,No especificado,No especificado,No especificado,No especificado
tt10160782,Cirque du Soleil: KURIOS - Cabinet of Curiosities,Movie,Michel Laprise,No especificado,No especificado,No especificado,No especificado,No especificado
tt10163364,Pizza the Musical,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10091910,The Bad Trip,Short,Lance Sadia,No especificado,No especificado,No especificado,No especificado,No especificado
tt10094724,Lady of the Lake,Short,C.R. Parker,No especificado,No especificado,No especificado,No especificado,No especificado
tt10095620,The Feminine Mystaque,Short,Kelleia Sheerin,No especificado,No especificado,No especificado,No especificado,No especificado
tt10101188,You Can Run,Short,Remy Gareau,Nelson D'Silva,Remy Gareau,6min,No especificado,"In an abandoned camp, a woman is held captive by serial killers who have something horrific locked away."
tt10100660,Amelia,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10103344,The Affliction Table,Short,M W Daniels,No especificado,No especificado,No especificado,No especificado,No especificado
tt10108994,"I Was Embers, Now I Am Fire",Short,Aj Nutter,No especificado,No especificado,No especificado,No especificado,No especificado
tt10109770,Mama,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10109772,One Piece,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10112018,Jimmy,Short,Luis García-Jurado Centurión,Sergio Valdés Orellana,Raquel Troyano,13min,No especificado,
tt10111712,Listen,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10115370,Feed Me,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10200672,Mystery Ten,Short,Julian Merrill,No especificado,No especificado,No especificado,No especificado,No especificado
tt10204862,Moricand in Belleville,Short,Nathaniel Draper,No especificado,No especificado,No especificado,No especificado,No especificado
tt10217452,Ghostmist Island,Movie,Jinshang Huang,No especificado,No especificado,No especificado,No especificado,No especificado
tt10110848,Parked,Short,Brian Christopher White,No especificado,No especificado,No especificado,No especificado,No especificado
tt10112500,No Moon Coming Soon,Short,Shiladitya Moulik,No especificado,No especificado,No especificado,No especificado,No especificado
tt10120130,Play,Short,Antonino Torrisi,Ruben Marciano,Marco Raspanti,14min,9.1,
tt10119044,Breathe,Short,Luiis Hule,No especificado,No especificado,No especificado,No especificado,No especificado
tt10126838,Beyond This Room,Short,Jack Walterman,No especificado,No especificado,No especificado,No especificado,No especificado
tt10135720,Tajo Rebosante,Short,Iván Zumárraga,No especificado,No especificado,No especificado,No especificado,No especificado
tt10140912,Chuzhaya zhizn,Movie,Viktor Tatarskiy,Daria Lenda,Aleksey Mitin,1h 20min,No especificado,"A young couple Yulia and Vlad go to spend some quiet days on an island. Vlad is in his early thirties. He is kind and caring with Yulia. She suffers from a psychological trauma and partial memory loss. Complete isolation makes the young couple happy during first days, however, very soon the girl notices some strange behavior of her boyfriend. Terrifying hallucinations... Leer todo"
tt10148772,Indemnity,Movie,Ethan Levesque,No especificado,No especificado,No especificado,No especificado,No especificado
tt10155924,Into the Belly of Beijing,Short,Ricky Reid,No especificado,No especificado,No especificado,No especificado,No especificado
tt10166752,If We Have Next Life,Short,Mingzhu Ye,No especificado,No especificado,No especificado,No especificado,No especificado
tt10006270,Jagtsæson,Movie,Tilde Harkamp,Claudia Boderke,Lars Mering,1h 32min,4.9,"Single mom Eva goes on a weekend of hotel, sauna, bikini wax and pheasant hunting with her ex's cute, young girlfriend, Bella, and their married friend, Marlene, so she can have an affair there. Nothing goes as planned."
tt10003866,Erewhile,Short,Carol Bellhouse,No especificado,No especificado,No especificado,No especificado,No especificado
tt10003014,NYET! - a Brexit UK Border Farce,Short,Alex Helfrecht,Alex Helfrecht,Gabriella Moran,12min,8.1,"When Boris and Olga arrive at the port of Dover with precious cargo, the border authorities, headed by the formidable Mrs. Pyke (Olivia Williams), uncover truths hidden - quite literally - within our protagonists."
tt10002862,Guilty Bunch of Flowers,Short,Wayne Kelly,Keith Large,Maria Smith,No especificado,No especificado,"When lovers, husband, sister, wife and mother all share their guilt through the same bunch of flowers, anarchic chaos ensues."
tt10017680,'P' fung bou,Movie,David Lam,Man-Lung Ho,No especificado,1h 36min,5.9,"William Luk, goes undercover as a prisoner to investigate correctional officers who are receiving bribes."
tt10026166,Chifoumi,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10024774,Missio: I See You,Short,Ben Fee,Matthew Brue,David Butler,No especificado,No especificado,
tt10037514,Mortuary,Short,Aaron Blanton,No especificado,No especificado,No especificado,No especificado,No especificado
tt10037604,Wicken,Short,Faisal Hashmi,No especificado,No especificado,No especificado,No especificado,No especificado
tt10038258,Blood Feast,Short,Oscar Bailey,No especificado,No especificado,No especificado,No especificado,No especificado
tt10037836,Killer's Whisper,Movie,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10039344,Countdown,Movie,Justin Dec,No especificado,No especificado,No especificado,No especificado,No especificado
tt10039152,Tokyo Necronomicon,Movie,Cosmotropia de Xam,Mari K.,No especificado,No especificado,No especificado,
tt10042368,Daughters of Wolbachia,Short,Ariel McCleese,Ariel McCleese,Vanessa Roveto,No especificado,No especificado,
tt10042406,Vortex,Short,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10009342,Trouble Makers,Movie,No especificado,No especificado,No especificado,No especificado,No especificado,No especificado
tt10023296,Written Words,Short,Chelsea Nwasike,No especificado,No especificado,No especificado,No especificado,No especificado
tt10022974,Nemesis,Movie,Gunparwitt Phuwadolwisid,Natathida Damrongwisetphanit,Kiet Kijcharouen,1h 29min,6.8,A former psychiatric patient seeks vengeance and aims to take down a gang of underworld criminals after a tragic accident sees his beloved family killed.
tt10021940,Redemption,Short,Jaire George,No especificado,No especificado,No especificado,No especificado,No especificado
tt10026214,Bad Dream,Short,Ted Day,Ted Day,Adelind Horan,9min,No especificado,"After sleep-strangling his girlfriend to death, a guilt-ridden man turns to lucid dreaming with the hope that it will allow him to ask the specter of his girlfriend for forgiveness."
tt10043458,El Suspiro del Silencio,Movie,Alfonso Quijada,No especificado,No especificado,No especificado,No especificado,No especificado
tt10039584,A Escritora,Movie,Hugo Pinto,No especificado,No especificado,No especificado,No especificado,No especificado
tt10041978,Gonarezhou: The Movie,Movie,Sydney Taivavashe,No especificado,No especificado,No especificado,No especificado,No especificado
tt10042622,They Who Surround Us,Movie,Troy Ruptash,No especificado,No especificado,No especificado,No especificado,No especificado
tt10047998,The Aboves and the Belows,Short,Alejandro Marcos,No especificado,No especificado,No especificado,No especificado,No especificado
tt10055892,Youngest,Movie,Nat Wolff,No especificado,No especificado,No especificado,No especificado,No especificado
tt10239898,Star Wars: Battle for the Holocrons,Movie,Carlos Michael Hagene,No especificado,No especificado,No especificado,No especificado,No especificado
tt10275080,Agent Jade Black,Movie,Terry Spears,No especificado,No especificado,No especificado,No especificado,No especificado
tt10196578,Reel 2,Movie,Chris Good Goodwin,No especificado,No especificado,No especificado,No especificado,No especificado
tt10204512,The Inheritance,Movie,Chad Barager,Chad Barager,Kevin Speckmaier,1h 27min,3.6,La herencia de una mujer la lleva a Europa del Este para descubrir un oscuro e inquietante secreto familiar.
tt10223876,Paranormal Attraction,Movie,Alexander T. Hwang,Richard J. Aguirre,No especificado,1h 29min,2.8,La oscura y siniestra historia de una joven mujer que se muda a una casa abandonada con un pasado trágico y misterioso.
tt10228096,Dismembered,Short,Ceus Rob,Ceus Rob,Inge Vanleene,23min,7.6,A deranged psychiatrist is meddling with the forces of the occult.
tt10229550,The Devils Heist,Movie,Fernando Acevedo,Sophia Louisa,Sandra Rosko,1h 19min,4.2,"When you steal from the Devil, There will be Hell to pay."
tt10229558,The Dark and the Wicked,Movie,Bryan Bertino,No especificado,No especificado,No especificado,No especificado,No especificado
tt10230404,Ghost Stories,Movie,Zoya Akhtar,Zoya Akhtar,Dibakar Banerjee,2h 24min,4.4,"The winning team of ""Lust Stories"" reunites to tell some spine-chilling tales. ""Ghost Stories"" is a 2020 Indian anthology horror film consisting of four short film segments."
